gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,85.36,1102.4,No
Female,0,Yes,No,47,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,52.02,2403.8,No
Male,0,Yes,No,7,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),44.53,354.07,No
Female,0,No,Yes,16,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.26,909.95,Yes
Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,82.2,179.87,Yes
Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,89.32,4900.99,No
Male,0,No,No,27,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),100.66,2694.79,No
Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),100.18,2196.22,No
Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,90.96,1390.25,No
Female,0,Yes,No,7,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,53.67,356.64,No
Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),97.21,1461.18,No
Male,1,Yes,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,92.09,1090.64,Yes
Female,0,Yes,No,55,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),61.24,3360.76,No
Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.36,869.97,Yes
Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,125.55,No
Female,0,Yes,No,6,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,103.01,628.68,Yes
Male,0,Yes,No,39,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,56.61,2219.48,No
Male,1,No,No,50,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),93.21,4643.99,Yes
Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,212.38,Yes
Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,65.16,4685.29,Yes
Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.27,955.51,No
Male,0,No,No,34,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),63.9,2210.31,No
Female,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,56.75,212.88,No
Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,76.88,436.69,Yes
Female,0,No,Yes,39,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.81,1715.3,No
Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.36,1312.02,No
Male,0,No,Yes,54,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),56.28,3048.1,No
Male,0,No,No,52,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,54.39,2815.73,No
Male,0,No,Yes,54,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,51.93,2795.84,No
Male,1,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.17,152.95,Yes
Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),79.16,1917.99,No
Male,1,Yes,Yes,21,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.71,1268.89,No
Male,0,Yes,No,46,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,51.86,2388.09,Yes
Female,1,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.82,621.71,Yes
Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.58,594.4,No
Male,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.44,515.48,Yes
Female,0,No,Yes,15,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,53.39,797.48,No
Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,85.17,974.69,No
Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),47.11,131.82,No
Male,0,Yes,No,35,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),56.61,2038.5,No
Female,0,No,No,2,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.01,127.32,Yes
Male,0,No,No,27,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,56.1,1531.03,No
Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,88.12,5552.87,No
Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,98.06,6638.83,No
Female,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.05,858.79,Yes
Male,0,No,No,23,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),59.49,1356.29,No
Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.78,804.98,Yes
Female,1,Yes,Yes,2,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),60.68,146.75,Yes
Female,0,Yes,No,10,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,42.07,427.89,No
Female,0,Yes,No,57,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),48.11,2719.73,No
Female,0,No,Yes,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),76.03,3946.72,No
Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,1041.83,No
Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.33,337.84,No
Male,0,No,No,20,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,84.26,1688.76,No
Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,597.01,No
Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,47.94,338.32,No
Male,0,No,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),76.42,2671.13,No
Male,0,No,No,32,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),65.01,2084.15,No
Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.15,232.66,Yes
Male,1,Yes,Yes,64,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),60.77,3874.76,No
Female,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.26,534.45,No
Male,0,Yes,No,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),46.65,717.14,No
Male,0,No,Yes,25,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),51.05,1292.99,Yes
Male,1,No,Yes,1,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,46.82,88.96,No
Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.87,46.63,Yes
Male,0,No,Yes,8,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.56,434.56,Yes
Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,46.91,22.88,No
Male,0,Yes,No,9,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,46.62,404.61,Yes
Female,0,Yes,No,21,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,48.62,1007.04,No
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.8,438.87,Yes
Male,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,93.54,2518.6,No
Female,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,98.49,992.88,No
Female,0,No,Yes,13,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.53,710.41,No
Male,0,No,Yes,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,103.64,3019.88,No
Female,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,79.29,849.89,Yes
Female,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.71,35.03,No
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.65,109.65,Yes
Female,0,No,No,36,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,53.77,1956.12,No
Male,0,No,Yes,6,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.25,310.55,Yes
Male,1,No,No,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.16,1220.68,No
Female,0,Yes,No,21,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),44.14,929.27,Yes
Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,87.06,1343.66,No
Female,0,No,No,7,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),63.32,486.67,Yes
Female,1,No,Yes,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,54.36,276.03,No
Male,0,No,No,7,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.49,385.45,Yes
Female,0,No,No,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.25,549.02,Yes
Male,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),102.42,1440.61,No
Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.23,614.17,No
Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,1260.47,No
Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.89,1047.38,Yes
Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.08,515.39,Yes
Female,0,Yes,Yes,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.12,649.15,No
Female,1,Yes,Yes,34,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,88.22,3003.55,No
Male,0,Yes,No,16,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,50.41,825.41,No
Male,1,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,86.74,3478.31,Yes
Female,1,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.87,90.95,No
Female,1,Yes,Yes,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,77.48,849.03,Yes
Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,81.55,1717.51,Yes
Male,0,No,No,40,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,51.7,2093.0,No
Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.45,151.66,No
Male,0,No,No,50,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,84.3,4218.59,No
Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,72.23,3904.69,No
Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,82.94,1319.94,No
Male,0,No,No,19,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,58.07,1106.76,Yes
Male,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.3,307.83,No
Female,0,No,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,93.42,5682.12,No
Male,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,55.36,406.12,No
Female,0,Yes,Yes,4,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),51.56,221.24,Yes
Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,93.48,1832.82,No
Male,0,Yes,No,8,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,53.92,413.15,No
Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,645.92,No
Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,82.77,116.18,No
Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,74.5,2240.15,No
Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),108.72,2610.26,No
Male,0,No,No,16,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,50.7,808.27,Yes
Male,1,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.93,167.15,No
Male,1,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,76.14,440.84,No
Female,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.29,1320.74,Yes
Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),84.54,1937.39,No
Male,0,Yes,No,54,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),68.44,3664.9,No
Female,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,55.9,320.49,Yes
Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,81.61,1542.35,Yes
Male,1,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),73.19,346.98,Yes
Male,0,No,No,57,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),78.7,4522.82,No
Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.56,111.78,No
Female,0,Yes,No,17,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.18,762.56,Yes
Male,1,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,101.77,2262.13,No
Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.19,805.57,No
Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.6,853.1,No
Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),94.12,782.79,No
Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),71.26,1841.26,No
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.96,270.03,Yes
Male,1,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,92.15,2428.81,Yes
Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.49,104.52,Yes
Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),76.64,1899.06,Yes
Male,0,Yes,No,54,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),36.72,1981.41,No
Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,83.66,1027.95,Yes
Female,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,95.73,1926.95,Yes
Male,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,54.7,278.46,Yes
Male,0,No,No,17,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),57.35,985.89,No
Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.1,226.68,No
Male,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),87.23,1321.5,No
Female,1,Yes,No,29,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,69.69,2017.61,No
Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,80.37,2262.98,No
Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),64.45,4629.1,No
Female,1,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),91.98,1472.17,No
Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,56.36,1054.19,No
Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),87.45,2540.48,No
Female,0,No,No,13,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,87.02,1125.81,Yes
Male,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),90.72,3891.76,Yes
Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.74,1407.36,No
Female,0,No,No,5,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.23,295.35,No
Female,0,No,No,17,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,53.39,928.61,No
Male,0,No,No,7,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.67,381.64,Yes
Female,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,63.24,2074.78,No
Female,0,Yes,Yes,13,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,73.63,943.21,No
Male,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,62.43,399.7,No
Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.0,952.34,No
Male,0,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,57.61,58.72,Yes
Female,0,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,78.34,4544.93,No
Female,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),83.22,3699.97,Yes
Female,0,No,Yes,58,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,52.02,3004.56,No
Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,414.64,No
Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),78.54,1972.84,Yes
Male,0,No,No,6,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,48.14,301.2,No
Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.91,358.96,Yes
Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,89.04,1659.7,No
Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),78.41,1344.59,Yes
Female,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,81.22,2514.65,No
Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.03,1116.75,Yes
Male,0,No,Yes,32,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,62.93,2015.23,No
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),91.37,1376.26,Yes
Male,0,No,No,17,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,62.89,1078.15,No
Male,0,No,No,32,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),88.96,2848.55,No
Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,80.74,317.19,No
Female,1,No,No,28,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,50.61,1402.94,No
Male,0,No,Yes,18,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.14,1227.91,No
Male,0,No,Yes,62,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,71.92,4497.75,No
Male,0,No,No,16,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,58.64,955.89,No
Male,0,Yes,No,41,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,54.01,2199.53,No
Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.38,62.39,No
Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),100.91,1586.73,Yes
Male,0,Yes,No,5,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.53,380.02,Yes
Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.78,969.58,Yes
Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),88.75,3452.21,No
Female,0,No,No,1,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.5,77.27,Yes
Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.78,1566.4,No
Male,0,No,No,20,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,57.92,1157.41,No
Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,78.45,295.5,Yes
Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.03,1442.22,No
Female,1,Yes,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,514.02,No
Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.99,0.0,No
Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,58.04,368.48,No
Male,0,No,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.16,246.32,Yes
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.37,838.23,Yes
Male,0,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),42.28,55.86,Yes
Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),74.34,1644.44,No
Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.07,628.27,No
